segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,drainage_efficiency,rainfall_per_return_period,simplified_risks
SEG-01253,"Istanbul, Türkiye",District 30,41.115292,28.873608,CAT-036,36.76,Copernicus_GLO-30_v2023,Green,A,3.82,197.1,CurbInlet,IMD,24.9,10,monitor,0.01928319030792529,2.4899999999999998,Low Risk
SEG-01254,"Jakarta, Indonesia",Ward H,-6.170562,106.805685,CAT-049,13.22,SRTM_1arc,Industrial,B,9.1,26.4,Manhole,Blended,93.5,100,extreme_rain_history,0.33211678832116787,0.935,High Risk
SEG-01255,"Colombo, Sri Lanka",Sector 18,6.876262,79.865923,CAT-174,1.7,Copernicus_GLO-30_v2023,Residential,A,6.34,183.0,CurbInlet,LocalGauge,50.3,25,low_lying,0.034456521739130434,2.012,Medium Risk
SEG-01256,"Accra, Ghana",Borough Delta,5.499996,-0.13497,CAT-140,11.57,Copernicus_EEA-10_v5,Commercial,A,6.76,199.8,OpenChannel,ERA5,44.1,2,monitor,0.033665338645418326,22.05,Low Risk
SEG-01257,"Houston, USA",District 28,29.812374,-95.285871,CAT-018,28.2,Copernicus_GLO-30_v2023,Commercial,D,6.25,72.7,Manhole,ERA5,19.3,2,monitor,0.08480325644504749,9.65,Low Risk
SEG-01258,"Miami, USA",Sector 7,25.765581,-80.161092,CAT-008,18.66,Copernicus_GLO-30_v2023,Residential,A,5.52,59.8,CurbInlet,ERA5,39.1,5,monitor,0.09078947368421052,7.82,Low Risk
SEG-01259,"Durban, South Africa",Borough South,-29.966255,30.935253,CAT-122,21.62,Copernicus_GLO-30_v2023,Roads,B,7.24,79.7,CurbInlet,ERA5,28.5,5,monitor,0.08971499380421313,5.7,Low Risk
SEG-01260,"Istanbul, Türkiye",Ward J,41.032421,29.010764,CAT-099,26.84,Copernicus_EEA-10_v5,Industrial,B,9.3,58.6,Manhole,Blended,32.8,5,monitor,0.15604026845637584,6.56,Low Risk
SEG-01261,"Cape Town, South Africa",Ward C,-33.883577,18.394722,CAT-008,112.2,Copernicus_EEA-10_v5,Water,A,3.8,149.5,Manhole,ERA5,54.7,100,monitor,0.025249169435215945,0.547,Low Risk
SEG-01262,"Shenzhen, China",Borough South,22.575391,113.910518,CAT-178,6.91,Copernicus_GLO-90_v2022,Roads,D,10.66,159.4,CurbInlet,ERA5,62.4,10,low_lying,0.06645885286783042,6.24,Medium Risk
SEG-01263,"Rotterdam, Netherlands",Sector 13,52.039614,4.56731,CAT-005,16.79,SRTM_1arc,Green,C,3.82,232.1,OpenChannel,IMD,33.9,2,monitor,0.016387816387816386,16.95,Low Risk
SEG-01264,"Nairobi, Kenya",Ward A,-1.357392,36.818486,CAT-134,-3.0,Copernicus_GLO-30_v2023,Industrial,D,9.61,205.3,OpenChannel,LocalGauge,18.0,25,low_lying,0.046582646631119724,0.72,Medium Risk
SEG-01265,"Riyadh, Saudi Arabia",Ward D,24.687318,46.636402,CAT-064,-3.0,Copernicus_GLO-90_v2022,Residential,C,3.56,2.8,GratedInlet,Blended,13.4,25,ponding_hotspot|low_lying,0.9368421052631579,0.536,High Risk
SEG-01266,"Hyderabad, India",Borough Riverside,17.3143,78.469074,CAT-173,19.69,Copernicus_GLO-30_v2023,Commercial,D,5.62,118.8,Manhole,LocalGauge,19.2,2,monitor,0.046911519198664445,9.6,Low Risk
SEG-01267,"Hyderabad, India",Zone III,17.440364,78.501849,CAT-011,31.91,Copernicus_EEA-10_v5,Industrial,D,5.82,35.9,Manhole,LocalGauge,49.6,2,monitor,0.15772357723577238,24.8,Low Risk
SEG-01268,"Montreal, Canada",Sector 10,45.519755,-73.544297,CAT-028,-3.0,SRTM_1arc,Residential,C,4.11,23.6,CurbInlet,ERA5,35.8,25,ponding_hotspot|low_lying,0.16707317073170733,1.432,High Risk
SEG-01269,"Rotterdam, Netherlands",Zone VI,51.970565,4.480446,CAT-140,9.43,Copernicus_EEA-10_v5,Industrial,B,5.34,91.69999999999999,CurbInlet,ERA5,77.7,25,monitor,0.05760517799352751,3.108,Low Risk
SEG-01270,"Taipei, Taiwan",Zone V,24.935972,121.701897,CAT-006,6.38,Copernicus_EEA-10_v5,Green,B,5.31,244.4,OpenChannel,ERA5,46.7,10,low_lying,0.02163814180929095,4.67,Medium Risk
SEG-01271,"Rotterdam, Netherlands",Borough South,51.860596,4.553773,CAT-067,20.23,SRTM_1arc,Residential,B,2.01,100.5,GratedInlet,ERA5,10.6,5,sparse_drainage,0.01980295566502463,2.12,Medium Risk
SEG-01272,"Manila, Philippines",Borough South,14.672318,120.987996,CAT-006,2.07,SRTM_3arc,Institutional,D,4.65,209.0,GratedInlet,ERA5,110.7,25,ponding_hotspot|extreme_rain_history|low_lying,0.022142857142857145,4.428,High Risk
SEG-01273,"Bogotá, Colombia",Sector 4,4.665849,-74.06816,CAT-051,243.25,SRTM_3arc,Informal,A,4.83,183.3,Manhole,ERA5,62.8,50,monitor,0.0262072707542051,1.256,Low Risk
SEG-01274,"Rio de Janeiro, Brazil",Sector 1,-22.952251,-43.148138,CAT-166,7.97,Copernicus_GLO-90_v2022,Roads,D,5.83,28.1,OpenChannel,LocalGauge,97.7,10,ponding_hotspot|extreme_rain_history|low_lying,0.20034364261168383,9.77,High Risk
SEG-01275,"Cape Town, South Africa",Borough Harbor,-33.927161,18.299559,CAT-007,168.39,SRTM_1arc,Residential,C,7.21,307.6,CurbInlet,Blended,27.2,2,monitor,0.023363577446532727,13.6,Low Risk
SEG-01276,"Bangkok, Thailand",Zone I,13.817782,100.486032,CAT-111,-1.43,SRTM_1arc,Residential,D,6.25,106.6,GratedInlet,ERA5,86.5,50,ponding_hotspot|extreme_rain_history|low_lying,0.05808550185873606,1.73,High Risk
SEG-01277,"Buenos Aires, Argentina",Borough Harbor,-34.564217,-58.207779,CAT-158,77.63,Copernicus_GLO-30_v2023,Residential,D,5.44,6.2,CurbInlet,Blended,33.8,2,monitor,0.7555555555555555,16.9,Low Risk
SEG-01278,"Paris, France",Zone III,48.882927,2.410389,CAT-113,75.07,SRTM_3arc,Roads,C,8.82,193.1,GratedInlet,ERA5,42.1,10,monitor,0.04544049459041731,4.21,Low Risk
SEG-01279,"Bengaluru, India",Borough North,12.931277,77.605341,CAT-018,54.26,SRTM_3arc,Residential,B,6.3,76.8,CurbInlet,LocalGauge,26.6,10,monitor,0.08097686375321336,2.66,Low Risk
SEG-01280,"Nairobi, Kenya",Zone III,-1.145813,36.797676,CAT-120,34.25,SRTM_1arc,Industrial,D,8.48,148.8,Manhole,ERA5,39.6,2,monitor,0.056608811748998664,19.8,Low Risk
SEG-01281,"Brisbane, Australia",District 13,-27.535273,152.995735,CAT-023,75.14,Copernicus_GLO-90_v2022,Industrial,C,6.27,164.4,OpenChannel,LocalGauge,50.9,5,monitor,0.037908101571946795,10.18,Low Risk
SEG-01282,"Bengaluru, India",Sector 1,12.956184,77.56385,CAT-179,83.3,SRTM_3arc,Industrial,B,6.25,192.5,OpenChannel,ERA5,78.4,25,monitor,0.03229974160206718,3.136,Low Risk
SEG-01283,"Kuala Lumpur, Malaysia",District 10,3.080734,101.558443,CAT-005,42.67,Copernicus_GLO-90_v2022,Commercial,C,5.03,27.1,Manhole,Blended,86.0,50,extreme_rain_history,0.1790035587188612,1.72,High Risk
SEG-01284,"Durban, South Africa",District 28,-29.883592,31.13875,CAT-166,83.56,SRTM_1arc,Industrial,B,8.94,8.9,CurbInlet,IMD,24.6,25,monitor,0.903030303030303,0.9840000000000001,Low Risk
SEG-01285,"New York, USA",District 23,40.769971,-73.979319,CAT-088,20.29,Copernicus_GLO-30_v2023,Water,B,6.46,393.9,CurbInlet,Blended,30.8,25,monitor,0.016358571790326668,1.232,Low Risk
SEG-01286,"Istanbul, Türkiye",District 10,40.965267,28.973776,CAT-174,63.25,Copernicus_GLO-30_v2023,Residential,B,2.23,190.0,GratedInlet,ERA5,67.7,2,sparse_drainage|event_2024-01-13,0.011675392670157068,33.85,Medium Risk
SEG-01287,"Montreal, Canada",Sector 12,45.433994,-73.484913,CAT-173,88.33,Copernicus_GLO-30_v2023,Roads,A,3.78,110.3,OpenChannel,IMD,18.6,50,monitor,0.033962264150943396,0.37200000000000005,Low Risk
SEG-01288,"Rome, Italy",Borough Old Town,41.899949,12.453931,CAT-176,107.33,Copernicus_EEA-10_v5,Industrial,A,6.0,352.4,OpenChannel,IMD,27.0,25,monitor,0.01697792869269949,1.08,Low Risk
SEG-01289,"Ho Chi Minh City, Vietnam",Ward K,10.830979,106.581071,CAT-090,60.87,SRTM_1arc,Water,B,6.1,327.8,CurbInlet,ERA5,42.0,5,monitor,0.018552311435523113,8.4,Low Risk
SEG-01290,"Dhaka, Bangladesh",Ward C,23.724277,90.489794,CAT-038,69.39,SRTM_3arc,Industrial,B,5.5,13.1,CurbInlet,ERA5,26.8,2,monitor,0.3900709219858156,13.4,Low Risk
SEG-01291,"Seoul, South Korea",Sector 25,37.584677,127.063875,CAT-106,20.54,SRTM_1arc,Green,B,6.69,153.2,GratedInlet,Blended,42.4,50,monitor,0.04338521400778211,0.848,Low Risk
SEG-01292,"Bogotá, Colombia",Sector 4,4.795654,-74.033713,CAT-124,33.61,Copernicus_GLO-90_v2022,Residential,D,6.6,95.5,Manhole,ERA5,19.6,25,monitor,0.06839378238341969,0.784,Low Risk
SEG-01293,"Manila, Philippines",Sector 16,14.578786,120.966147,CAT-074,25.130000000000003,Copernicus_EEA-10_v5,Commercial,A,7.35,25.7,GratedInlet,LocalGauge,66.3,100,monitor,0.2752808988764045,0.6629999999999999,Low Risk
SEG-01294,"Riyadh, Saudi Arabia",Zone VI,24.702001,46.540927,CAT-026,25.130000000000003,Copernicus_GLO-30_v2023,Green,B,4.47,183.8,Manhole,ERA5,12.3,50,monitor,0.024188311688311686,0.24600000000000002,Low Risk
SEG-01295,"Kuala Lumpur, Malaysia",Sector 15,3.17311,101.681728,CAT-096,89.12,Copernicus_GLO-90_v2022,Green,A,5.1,52.3,GratedInlet,LocalGauge,69.6,50,monitor,0.09568480300187616,1.392,Low Risk
SEG-01296,"Copenhagen, Denmark",Zone IX,55.630915,12.64334,CAT-022,53.12,SRTM_3arc,Residential,D,7.12,71.1,GratedInlet,IMD,20.3,10,monitor,0.09875173370319003,2.0300000000000002,Low Risk
SEG-01297,"Sydney, Australia",Sector 21,-33.895918,151.154166,CAT-011,8.5,Copernicus_EEA-10_v5,Residential,B,4.86,10.2,GratedInlet,Blended,54.5,10,monitor,0.4339285714285715,5.45,Low Risk
SEG-01298,"Amsterdam, Netherlands",District 14,52.273164,4.878607,CAT-069,-3.0,Copernicus_GLO-30_v2023,Commercial,D,7.73,33.2,CurbInlet,ERA5,20.1,2,ponding_hotspot|low_lying|event_2022-09-30,0.2260233918128655,10.05,High Risk
SEG-01299,"Rio de Janeiro, Brazil",Sector 17,-22.99448,-43.289465,CAT-111,-3.0,Copernicus_GLO-30_v2023,Residential,B,2.19,36.6,OpenChannel,ERA5,52.0,2,ponding_hotspot|low_lying|sparse_drainage,0.058244680851063824,26.0,High Risk
SEG-01300,"Dubai, UAE",Borough Old Town,25.299828,55.237903,CAT-107,116.84,Copernicus_GLO-30_v2023,Residential,C,4.78,61.6,GratedInlet,ERA5,10.4,5,monitor,0.07635782747603834,2.08,Low Risk
SEG-01301,"Nairobi, Kenya",Borough North,-1.3392,36.764281,CAT-085,5.96,Copernicus_GLO-30_v2023,Residential,C,3.81,107.2,CurbInlet,LocalGauge,28.5,100,low_lying,0.035212569316081334,0.285,Medium Risk
SEG-01302,"Taipei, Taiwan",District 30,25.10365,121.588294,CAT-165,20.6,SRTM_1arc,Commercial,B,7.82,4.4,CurbInlet,Blended,39.5,2,monitor,1.4481481481481482,19.75,Low Risk
SEG-01303,"Sao Paulo, Brazil",District 24,-23.553697,-46.517365,CAT-110,11.8,SRTM_3arc,Industrial,B,6.32,127.9,Manhole,IMD,38.9,50,monitor,0.049030256012412725,0.778,Low Risk
SEG-01304,"Rome, Italy",Ward C,41.868096,12.422526,CAT-127,63.68,SRTM_3arc,Commercial,B,4.01,17.1,Manhole,ERA5,48.0,100,monitor,0.22154696132596682,0.48,Low Risk
SEG-01305,"Delhi, India",Zone II,28.706883,77.384812,CAT-168,128.68,SRTM_1arc,Residential,B,4.42,147.0,OpenChannel,LocalGauge,41.3,2,monitor,0.029864864864864865,20.65,Low Risk
SEG-01306,"Shenzhen, China",Ward C,22.506622,114.114022,CAT-105,18.35,SRTM_1arc,Industrial,D,8.04,61.5,Manhole,ERA5,34.9,100,monitor,0.12863999999999998,0.349,Low Risk
SEG-01307,"Delhi, India",Ward I,28.618661,77.141702,CAT-097,64.41,SRTM_3arc,Green,D,4.34,47.7,CurbInlet,ERA5,58.1,5,monitor,0.08911704312114989,11.620000000000001,Low Risk
SEG-01308,"Bogotá, Colombia",Sector 14,4.739799,-73.977001,CAT-121,108.92,Copernicus_GLO-30_v2023,Green,B,4.16,57.4,Manhole,ERA5,56.2,2,monitor,0.07123287671232877,28.1,Low Risk
SEG-01309,"Rotterdam, Netherlands",Sector 9,51.87227,4.539728,CAT-109,14.42,Copernicus_GLO-30_v2023,Residential,D,6.25,141.0,CurbInlet,LocalGauge,27.5,5,monitor,0.04401408450704225,5.5,Low Risk
SEG-01310,"Athens, Greece",Borough Delta,37.886633,23.751232,CAT-163,92.33,SRTM_3arc,Commercial,A,6.25,227.5,CurbInlet,ERA5,62.7,25,monitor,0.02735229759299781,2.508,Low Risk
SEG-01311,"Dubai, UAE",Sector 21,25.063237,55.199687,CAT-102,8.81,SRTM_3arc,Roads,D,9.19,43.3,GratedInlet,IMD,16.1,10,monitor,0.20744920993227992,1.61,Low Risk
SEG-01312,"Sao Paulo, Brazil",Ward E,-23.659598,-46.544649,CAT-026,74.78,Copernicus_GLO-30_v2023,Commercial,A,9.16,367.9,OpenChannel,ERA5,72.2,25,monitor,0.024830577392247224,2.888,Low Risk
SEG-01313,"San Francisco, USA",Zone VI,37.759736,-122.375061,CAT-115,-3.0,Copernicus_GLO-30_v2023,Industrial,C,6.25,103.7,GratedInlet,LocalGauge,34.2,2,ponding_hotspot|low_lying,0.059694364851957976,17.1,High Risk
SEG-01314,"Rotterdam, Netherlands",Ward G,51.972605,4.583407,CAT-134,16.16,SRTM_1arc,Industrial,A,5.75,91.69999999999999,CurbInlet,ERA5,25.9,2,monitor,0.06202804746494068,12.95,Low Risk
SEG-01315,"New Orleans, USA",District 14,29.986545,-90.1272,CAT-112,-3.0,Copernicus_GLO-90_v2022,Residential,B,8.28,336.1,OpenChannel,LocalGauge,67.2,5,low_lying,0.02456244437852269,13.440000000000001,Medium Risk
SEG-01316,"Istanbul, Türkiye",Sector 6,41.06223,29.035667,CAT-096,20.47,Copernicus_GLO-30_v2023,Roads,C,7.94,106.9,GratedInlet,ERA5,29.3,10,monitor,0.07358665430954588,2.93,Low Risk
SEG-01317,"Philadelphia, USA",Ward G,39.883157,-75.099782,CAT-057,9.08,Copernicus_GLO-90_v2022,Residential,B,5.35,1.9,CurbInlet,ERA5,26.3,10,monitor,1.8448275862068966,2.63,Low Risk
SEG-01318,"Dhaka, Bangladesh",Borough East,23.851134,90.49994,CAT-018,7.06,Copernicus_GLO-90_v2022,Roads,B,6.47,160.1,OpenChannel,LocalGauge,41.3,2,low_lying,0.04016139044072005,20.65,Medium Risk
SEG-01319,"Philadelphia, USA",Ward E,39.972205,-75.071289,CAT-057,3.33,Copernicus_EEA-10_v5,Commercial,B,8.96,131.0,GratedInlet,Blended,20.2,5,low_lying,0.06787878787878789,4.04,Medium Risk
SEG-01320,"Lagos, Nigeria",District 27,6.740203,3.432489,CAT-125,6.97,Copernicus_GLO-30_v2023,Commercial,D,8.47,267.5,OpenChannel,IMD,33.6,5,low_lying,0.031545623836126635,6.720000000000001,Medium Risk
SEG-01321,"Auckland, New Zealand",Sector 12,-36.908361,174.833148,CAT-107,78.21,Copernicus_GLO-30_v2023,Roads,C,12.07,50.9,CurbInlet,Blended,22.2,2,monitor,0.2325626204238921,11.1,Low Risk
SEG-01322,"Bogotá, Colombia",Zone V,4.685281,-74.009741,CAT-002,-3.0,SRTM_3arc,Institutional,A,3.14,516.7,CurbInlet,ERA5,38.9,2,low_lying,0.006065288777284141,19.45,Medium Risk
SEG-01323,"Taipei, Taiwan",District 13,25.072586,121.637115,CAT-107,60.97,Copernicus_EEA-10_v5,Water,D,2.22,161.8,Manhole,LocalGauge,40.3,2,sparse_drainage,0.013636363636363637,20.15,Medium Risk
SEG-01324,"Lagos, Nigeria",District 6,6.462764,3.327888,CAT-011,11.1,SRTM_1arc,Residential,D,5.92,365.1,CurbInlet,ERA5,62.3,10,monitor,0.016170445233542746,6.2299999999999995,Low Risk
SEG-01325,"Bengaluru, India",Ward I,13.03767,77.547337,CAT-079,-3.0,SRTM_1arc,Roads,B,8.06,99.7,CurbInlet,ERA5,56.2,5,ponding_hotspot|low_lying|event_2024-08-19,0.08003972194637538,11.24,High Risk
SEG-01326,"Lima, Peru",Ward G,-12.076004,-76.937523,CAT-029,113.79,Copernicus_GLO-30_v2023,Green,C,4.34,337.2,OpenChannel,LocalGauge,48.6,10,monitor,0.01283264340626848,4.86,Low Risk
SEG-01327,"London, UK",Borough Central,51.516063,-0.109523,CAT-012,72.41,Copernicus_EEA-10_v5,Commercial,D,9.71,246.9,OpenChannel,LocalGauge,11.6,50,monitor,0.03916901976603469,0.23199999999999998,Low Risk
SEG-01328,"Karachi, Pakistan",Sector 26,24.788221,67.041661,CAT-018,156.8,SRTM_1arc,Residential,A,7.32,40.3,OpenChannel,ERA5,28.8,25,monitor,0.1772397094430993,1.1520000000000001,Low Risk
SEG-01329,"Miami, USA",Ward F,25.678955,-80.195459,CAT-068,6.54,Copernicus_GLO-30_v2023,Green,A,2.61,334.6,OpenChannel,Blended,92.7,25,extreme_rain_history|low_lying|sparse_drainage,0.0077771156138259825,3.708,High Risk
SEG-01330,"Rio de Janeiro, Brazil",District 1,-22.97038,-43.147973,CAT-072,7.95,Copernicus_GLO-30_v2023,Roads,B,4.8,91.69999999999999,CurbInlet,ERA5,76.2,50,low_lying,0.05177993527508091,1.524,Medium Risk
SEG-01331,"Buenos Aires, Argentina",Sector 1,-34.690929,-58.472918,CAT-078,67.7,SRTM_1arc,Institutional,D,5.97,211.3,CurbInlet,ERA5,42.7,2,monitor,0.028120584079133298,21.35,Low Risk
SEG-01332,"Accra, Ghana",District 5,5.63754,-0.337666,CAT-129,-3.0,SRTM_1arc,Institutional,D,6.25,169.1,GratedInlet,LocalGauge,30.0,5,ponding_hotspot|low_lying|event_2022-11-06,0.036743092298647854,6.0,High Risk
SEG-01333,"Lagos, Nigeria",Sector 22,6.496754,3.2258,CAT-024,19.88,Copernicus_EEA-10_v5,Commercial,D,4.96,102.6,CurbInlet,ERA5,57.9,50,monitor,0.04787644787644788,1.158,Low Risk
SEG-01334,"Sydney, Australia",District 12,-33.821223,151.242238,CAT-004,12.06,Copernicus_GLO-30_v2023,Commercial,D,10.14,75.9,OpenChannel,ERA5,15.9,10,monitor,0.1318595578673602,1.59,Low Risk
SEG-01335,"Accra, Ghana",Zone II,5.624536,-0.155344,CAT-074,9.3,Copernicus_GLO-30_v2023,Roads,D,6.25,163.7,GratedInlet,LocalGauge,75.8,100,ponding_hotspot,0.0379477838494232,0.758,High Risk
SEG-01336,"Ho Chi Minh City, Vietnam",Sector 1,10.913843,106.692256,CAT-005,87.45,SRTM_1arc,Residential,A,5.72,100.1,GratedInlet,LocalGauge,35.2,2,monitor,0.056577645895153315,17.6,Low Risk
SEG-01337,"Istanbul, Türkiye",District 30,41.037388,28.913724,CAT-007,-3.0,SRTM_1arc,Roads,A,6.25,48.1,Manhole,ERA5,38.1,2,low_lying,0.12729124236252545,19.05,Medium Risk
SEG-01338,"Colombo, Sri Lanka",Borough Hillside,6.970116,79.799655,CAT-001,-0.62,SRTM_3arc,Mixed,D,8.31,131.2,GratedInlet,LocalGauge,108.5,50,ponding_hotspot|extreme_rain_history|low_lying,0.06285930408472012,2.17,High Risk
SEG-01339,"Lagos, Nigeria",Sector 5,6.519986,3.250363,CAT-175,5.12,Copernicus_GLO-30_v2023,Roads,C,6.25,110.2,CurbInlet,ERA5,58.4,10,low_lying,0.05620503597122302,5.84,Medium Risk
SEG-01340,"Rio de Janeiro, Brazil",District 20,-22.908434,-43.127816,CAT-171,19.18,Copernicus_EEA-10_v5,Roads,B,6.61,52.3,Manhole,ERA5,47.3,25,monitor,0.12401500938086306,1.892,Low Risk
SEG-01341,"Sao Paulo, Brazil",Borough Delta,-23.488406,-46.773103,CAT-108,92.58,Copernicus_EEA-10_v5,Commercial,A,6.91,48.3,CurbInlet,ERA5,81.6,100,extreme_rain_history,0.14016227180527385,0.816,High Risk
SEG-01342,"Paris, France",Ward B,48.849606,2.385015,CAT-106,19.04,Copernicus_GLO-90_v2022,Residential,C,6.4,83.5,CurbInlet,ERA5,52.9,10,monitor,0.0757396449704142,5.29,Low Risk
SEG-01343,"Buenos Aires, Argentina",District 25,-34.531435,-58.258446,CAT-071,25.130000000000003,Copernicus_EEA-10_v5,Roads,D,10.54,21.8,Manhole,LocalGauge,47.2,2,monitor,0.4622807017543859,23.6,Low Risk
SEG-01344,"Sydney, Australia",Sector 19,-33.785383,151.240146,CAT-142,14.37,SRTM_3arc,Water,A,2.95,81.0,Manhole,ERA5,30.5,5,sparse_drainage,0.035975609756097565,6.1,Medium Risk
SEG-01345,"Bangkok, Thailand",Borough North,13.7912,100.565226,CAT-069,8.42,SRTM_1arc,Commercial,C,10.14,2.7,OpenChannel,ERA5,69.1,50,monitor,2.7405405405405405,1.382,Low Risk
SEG-01346,"Pune, India",Sector 5,18.463089,73.845764,CAT-089,27.52,Copernicus_GLO-30_v2023,Commercial,D,6.61,91.69999999999999,CurbInlet,ERA5,33.6,100,monitor,0.07130528586839267,0.336,Low Risk
SEG-01347,"Dhaka, Bangladesh",Sector 21,23.757949,90.356042,CAT-103,25.130000000000003,SRTM_1arc,Roads,B,6.98,62.1,GratedInlet,IMD,134.7,50,extreme_rain_history,0.11061806656101426,2.694,High Risk
SEG-01348,"Doha, Qatar",Ward H,25.335047,51.58992,CAT-151,64.53,SRTM_1arc,Industrial,C,6.31,69.0,CurbInlet,Blended,17.2,2,monitor,0.09014285714285714,8.6,Low Risk
SEG-01349,"Copenhagen, Denmark",Ward D,55.710055,12.513682,CAT-170,75.66,SRTM_1arc,Green,B,6.25,119.2,OpenChannel,ERA5,30.5,2,monitor,0.051996672212978365,15.25,Low Risk
SEG-01350,"Barcelona, Spain",Borough Harbor,41.445723,2.154841,CAT-072,10.23,SRTM_1arc,Commercial,D,5.76,123.4,OpenChannel,ERA5,25.6,10,monitor,0.04630225080385852,2.56,Low Risk
SEG-01351,"Dhaka, Bangladesh",Sector 10,23.84048,90.430896,CAT-110,-3.0,Copernicus_GLO-30_v2023,Commercial,C,5.63,103.0,Manhole,ERA5,44.7,25,ponding_hotspot|low_lying|event_2023-10-31,0.054134615384615385,1.788,High Risk
SEG-01352,"San Francisco, USA",Ward K,37.806331,-122.39674,CAT-067,59.78,Copernicus_GLO-30_v2023,Roads,B,6.25,69.1,CurbInlet,ERA5,43.6,2,monitor,0.0891583452211127,21.8,Low Risk
SEG-01353,"Hanoi, Vietnam",Zone IV,20.962732,105.806597,CAT-166,69.93,SRTM_1arc,Roads,A,7.42,47.3,Manhole,ERA5,83.8,10,extreme_rain_history,0.1536231884057971,8.379999999999999,High Risk
SEG-01354,"Hong Kong, China",District 8,22.322486,114.298038,CAT-036,9.73,SRTM_3arc,Residential,C,6.65,71.7,CurbInlet,IMD,67.8,25,monitor,0.09147180192572214,2.7119999999999997,Low Risk
SEG-01355,"Lagos, Nigeria",Zone X,6.572411,3.44056,CAT-167,21.62,Copernicus_GLO-30_v2023,Commercial,B,5.36,63.2,OpenChannel,Blended,76.8,50,monitor,0.08348909657320873,1.536,Low Risk
SEG-01356,"Istanbul, Türkiye",District 18,40.909137,28.925473,CAT-153,18.23,SRTM_1arc,Residential,A,5.26,306.4,CurbInlet,ERA5,40.2,2,monitor,0.017111255692908264,20.1,Low Risk
SEG-01357,"Sydney, Australia",District 10,-33.85022,151.235248,CAT-144,10.93,Copernicus_EEA-10_v5,Residential,C,5.62,42.2,CurbInlet,ERA5,29.9,5,monitor,0.1300925925925926,5.9799999999999995,Low Risk
SEG-01358,"Durban, South Africa",District 27,-29.868751,31.08669,CAT-173,57.86,SRTM_3arc,Commercial,B,8.08,132.6,GratedInlet,LocalGauge,27.0,2,monitor,0.06047904191616767,13.5,Low Risk
SEG-01359,"Amsterdam, Netherlands",Ward G,52.365089,4.866484,CAT-108,12.38,Copernicus_EEA-10_v5,Industrial,C,10.36,6.5,OpenChannel,ERA5,23.2,50,monitor,1.3813333333333333,0.46399999999999997,Low Risk
SEG-01360,"Amsterdam, Netherlands",Zone V,52.238417,5.034896,CAT-012,3.36,Copernicus_EEA-10_v5,Residential,B,5.73,1.0,GratedInlet,LocalGauge,23.7,50,low_lying,2.865,0.474,Medium Risk
SEG-01361,"Vancouver, Canada",Zone IV,49.21732,-123.105318,CAT-122,8.0,Copernicus_GLO-30_v2023,Roads,B,3.84,168.2,GratedInlet,Blended,15.6,10,low_lying,0.02269503546099291,1.56,Medium Risk
SEG-01362,"Copenhagen, Denmark",Ward F,55.720319,12.533721,CAT-006,23.48,SRTM_1arc,Roads,A,6.25,99.8,Manhole,LocalGauge,49.8,5,monitor,0.062003968253968256,9.959999999999999,Low Risk
SEG-01363,"Istanbul, Türkiye",Ward C,41.070838,28.94237,CAT-065,-3.0,Copernicus_EEA-10_v5,Green,B,6.25,153.5,Manhole,ERA5,61.4,100,ponding_hotspot|low_lying|event_2025-06-06,0.040453074433656956,0.614,High Risk
SEG-01364,"Riyadh, Saudi Arabia",Zone X,24.710403,46.649768,CAT-162,32.95,SRTM_3arc,Roads,B,8.97,30.4,CurbInlet,IMD,12.7,50,monitor,0.28566878980891725,0.254,Low Risk
SEG-01365,"Tokyo, Japan",Borough Hillside,35.699059,139.62428,CAT-145,-1.02,Copernicus_GLO-30_v2023,Residential,B,2.25,156.9,CurbInlet,ERA5,18.2,100,low_lying|sparse_drainage,0.014249525015832805,0.182,Medium Risk
SEG-01366,"Sydney, Australia",District 12,-33.857486,151.344074,CAT-030,4.55,Copernicus_GLO-30_v2023,Roads,C,8.3,178.1,OpenChannel,ERA5,10.8,2,low_lying,0.0463428252372976,5.4,Medium Risk
SEG-01367,"Lima, Peru",Borough West,-12.067927,-77.153291,CAT-088,-3.0,Copernicus_GLO-30_v2023,Industrial,C,6.25,161.0,Manhole,IMD,27.8,5,ponding_hotspot|low_lying,0.038580246913580245,5.5600000000000005,High Risk
SEG-01368,"Seoul, South Korea",Zone IV,37.451855,126.841319,CAT-001,39.29,Copernicus_GLO-30_v2023,Industrial,C,8.48,19.6,Manhole,ERA5,57.3,10,monitor,0.4116504854368932,5.7299999999999995,Low Risk
SEG-01369,"Kolkata, India",Ward J,22.597976,88.403509,CAT-066,51.59,SRTM_1arc,Residential,C,2.02,79.9,Manhole,LocalGauge,31.0,2,sparse_drainage,0.024969097651421506,15.5,Medium Risk
SEG-01370,"Buenos Aires, Argentina",Sector 16,-34.527147,-58.364573,CAT-099,32.13,SRTM_1arc,Residential,C,4.18,34.5,GratedInlet,IMD,30.1,5,monitor,0.11774647887323943,6.0200000000000005,Low Risk
